asset,combination,entry,holding,exit,selectedInDevelopment,baseline,worstDevelopmentUtility,development_base_netPnlUsd,development_base_feesUsd,development_base_grossReferenceEdgeUsd,development_base_adversePriceCostUsd,development_base_naturalCompletedEpisodes,development_base_terminalSales,development_base_priorClosePeakToDailyLowDrawdownUsd,development_combined_netPnlUsd,development_combined_feesUsd,development_combined_grossReferenceEdgeUsd,development_combined_adversePriceCostUsd,development_combined_naturalCompletedEpisodes,development_combined_terminalSales,development_combined_priorClosePeakToDailyLowDrawdownUsd,later_2025_base_netPnlUsd,later_2025_base_feesUsd,later_2025_base_grossReferenceEdgeUsd,later_2025_base_adversePriceCostUsd,later_2025_base_naturalCompletedEpisodes,later_2025_base_terminalSales,later_2025_base_priorClosePeakToDailyLowDrawdownUsd,later_2025_combined_netPnlUsd,later_2025_combined_feesUsd,later_2025_combined_grossReferenceEdgeUsd,later_2025_combined_adversePriceCostUsd,later_2025_combined_naturalCompletedEpisodes,later_2025_combined_terminalSales,later_2025_combined_priorClosePeakToDailyLowDrawdownUsd,recent_2026_base_netPnlUsd,recent_2026_base_feesUsd,recent_2026_base_grossReferenceEdgeUsd,recent_2026_base_adversePriceCostUsd,recent_2026_base_naturalCompletedEpisodes,recent_2026_base_terminalSales,recent_2026_base_priorClosePeakToDailyLowDrawdownUsd,recent_2026_combined_netPnlUsd,recent_2026_combined_feesUsd,recent_2026_combined_grossReferenceEdgeUsd,recent_2026_combined_adversePriceCostUsd,recent_2026_combined_naturalCompletedEpisodes,recent_2026_combined_terminalSales,recent_2026_combined_priorClosePeakToDailyLowDrawdownUsd,continuous_base_netPnlUsd,continuous_base_feesUsd,continuous_base_grossReferenceEdgeUsd,continuous_base_adversePriceCostUsd,continuous_base_naturalCompletedEpisodes,continuous_base_terminalSales,continuous_base_priorClosePeakToDailyLowDrawdownUsd,continuous_combined_netPnlUsd,continuous_combined_feesUsd,continuous_combined_grossReferenceEdgeUsd,continuous_combined_adversePriceCostUsd,continuous_combined_naturalCompletedEpisodes,continuous_combined_terminalSales,continuous_combined_priorClosePeakToDailyLowDrawdownUsd
BTC/USD,btc_entry_path_efficiency__btc_hold_immediate_v1__btc_volatility_trailing,btc_entry_path_efficiency,btc_hold_immediate_v1,btc_volatility_trailing,False,False,16.353037300300457,83.71893369723148,16.676162463768,101.02223179,0.627135628999939,1,0,117.44123304886307,67.53663900250103,20.684176387500003,90.2906377700001,2.0698223800000597,1,0,114.28671385890084,-188.63077935599904,30.380542519000002,-157.10926207199992,1.140974765000047,2,0,273.0393498389112,-137.51262912283892,38.483925802840005,-95.17844701000001,3.850256310000001,2,0,283.44935267617984,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-157.76603388084914,62.562629498848,-92.85344895599991,2.349955425999916,3,1,350.52528528054427,-108.97842853116708,78.76626405817001,-22.331848723999826,7.880315749000239,3,1,321.0408693176287
BTC/USD,btc_entry_path_efficiency__btc_hold_immediate_v1__btc_asymmetric_bracket,btc_entry_path_efficiency,btc_hold_immediate_v1,btc_asymmetric_bracket,False,False,5.507993170062036,92.57022526646324,32.74856739553601,126.54951879500001,1.230726132999878,1,1,126.8535288009607,42.60866437366167,40.43435799634001,87.08888047800016,4.0458581080000835,2,0,84.95294781240045,-202.39543652489556,30.247233643896,-171.012149935,1.1360529459999267,2,0,286.68560917702416,-115.92614431217953,38.74545588018,-73.30439829299995,3.8762901390000493,2,0,237.2515544716498,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-65.02468190931359,79.460740480312,17.420433985000017,2.9843754139997896,4,1,288.307472837505,-112.14155968436171,98.72759557636003,-3.5366197239997135,9.877344384000311,4,1,275.1425024713226
BTC/USD,btc_entry_path_efficiency__btc_hold_weekly_persistence_v1__btc_thesis_only,btc_entry_path_efficiency,btc_hold_weekly_persistence_v1,btc_thesis_only,False,False,28.172417798499737,112.21279388715084,16.905951658848004,129.75425694300003,0.6355113969999695,0,1,139.48126246713582,82.34575839789977,20.8337634521,105.26466868000007,2.0851468300000597,0,1,135.73576419480014,-249.74009491241486,13.986987244416,-235.227663583,0.5254440849998796,1,0,297.2187391899515,-281.2993861094401,17.16058758144,-262.42169136,1.7171071679999512,1,0,322.0871583045591,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-103.07003990592057,31.089657180920003,-70.81254757800002,1.1678351469997772,1,1,406.6778525860009,-164.2842627391983,38.09257086720001,-122.38028738199992,3.8114044900001787,1,1,433.16297768681943
BTC/USD,btc_entry_path_efficiency__btc_hold_weekly_persistence_v1__btc_volatility_trailing,btc_entry_path_efficiency,btc_hold_weekly_persistence_v1,btc_volatility_trailing,False,False,16.353037300300457,83.71893369723148,16.676162463768,101.02223179,0.627135628999939,1,0,117.44123304886307,67.53663900250103,20.684176387500003,90.2906377700001,2.0698223800000597,1,0,114.28671385890084,-188.63077935599904,30.380542519000002,-157.10926207199992,1.140974765000047,2,0,273.0393498389112,-137.51262912283892,38.483925802840005,-95.17844701000001,3.850256310000001,2,0,283.44935267617984,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-157.76603388084914,62.562629498848,-92.85344895599991,2.349955425999916,3,1,350.52528528054427,-108.97842853116708,78.76626405817001,-22.331848723999826,7.880315749000239,3,1,321.0408693176287
BTC/USD,btc_entry_path_efficiency__btc_hold_weekly_persistence_v1__btc_asymmetric_bracket,btc_entry_path_efficiency,btc_hold_weekly_persistence_v1,btc_asymmetric_bracket,False,False,5.507993170062036,92.57022526646324,32.74856739553601,126.54951879500001,1.230726132999878,1,1,126.8535288009607,42.60866437366167,40.43435799634001,87.08888047800016,4.0458581080000835,2,0,84.95294781240045,-202.39543652489556,30.247233643896,-171.012149935,1.1360529459999267,2,0,286.68560917702416,-115.92614431217953,38.74545588018,-73.30439829299995,3.8762901390000493,2,0,237.2515544716498,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-65.02468190931359,79.460740480312,17.420433985000017,2.9843754139997896,4,1,288.307472837505,-112.14155968436171,98.72759557636003,-3.5366197239997135,9.877344384000311,4,1,275.1425024713226
BTC/USD,btc_entry_path_efficiency__btc_hold_bounded_thesis_v1__btc_thesis_only,btc_entry_path_efficiency,btc_hold_bounded_thesis_v1,btc_thesis_only,True,False,28.172417798499737,112.21279388715084,16.905951658848004,129.75425694300003,0.6355113969999695,0,1,139.48126246713582,82.34575839789977,20.8337634521,105.26466868000007,2.0851468300000597,0,1,135.73576419480014,-3.623449170623644,15.971798903623998,12.948266208000023,0.5999164749999999,1,0,132.11108068300746,11.12372098008018,20.11435633992,33.25004976,2.01197244,1,0,133.75935530495917,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-42.52068392145702,47.660138480456,6.929523121000059,1.7900685619999837,2,1,296.44743699305764,-107.51196835447081,58.78201371547001,-42.84866402999988,5.881290609000197,2,1,328.0501599071904
BTC/USD,btc_entry_path_efficiency__btc_hold_bounded_thesis_v1__btc_volatility_trailing,btc_entry_path_efficiency,btc_hold_bounded_thesis_v1,btc_volatility_trailing,False,False,16.353037300300457,83.71893369723148,16.676162463768,101.02223179,0.627135628999939,1,0,117.44123304886307,67.53663900250103,20.684176387500003,90.2906377700001,2.0698223800000597,1,0,114.28671385890084,-188.63077935599904,30.380542519000002,-157.10926207199992,1.140974765000047,2,0,273.0393498389112,-137.51262912283892,38.483925802840005,-95.17844701000001,3.850256310000001,2,0,283.44935267617984,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-157.76603388084914,62.562629498848,-92.85344895599991,2.349955425999916,3,1,350.52528528054427,-108.97842853116708,78.76626405817001,-22.331848723999826,7.880315749000239,3,1,321.0408693176287
BTC/USD,btc_entry_path_efficiency__btc_hold_bounded_thesis_v1__btc_asymmetric_bracket,btc_entry_path_efficiency,btc_hold_bounded_thesis_v1,btc_asymmetric_bracket,False,False,5.507993170062036,92.57022526646324,32.74856739553601,126.54951879500001,1.230726132999878,1,1,126.8535288009607,42.60866437366167,40.43435799634001,87.08888047800016,4.0458581080000835,2,0,84.95294781240045,-202.39543652489556,30.247233643896,-171.012149935,1.1360529459999267,2,0,286.68560917702416,-115.92614431217953,38.74545588018,-73.30439829299995,3.8762901390000493,2,0,237.2515544716498,-52.61591741801567,15.576691750016002,-36.45472975,0.584495917999929,0,1,60.8350770525758,-38.800951443899976,19.610056089900006,-17.22947387399993,1.9614214800001808,0,1,47.140890748740276,-65.02468190931359,79.460740480312,17.420433985000017,2.9843754139997896,4,1,288.307472837505,-112.14155968436171,98.72759557636003,-3.5366197239997135,9.877344384000311,4,1,275.1425024713226
BTC/USD,btc_entry_pullback_recovery__btc_hold_immediate_v1__btc_thesis_only,btc_entry_pullback_recovery,btc_hold_immediate_v1,btc_thesis_only,False,False,-81.84307227707905,73.85002674873613,16.596582276264,91.07030902799998,0.6237000029999706,0,1,318.3219898565749,67.00250478156158,20.678792950440005,89.7509868720001,2.0696891400001465,0,1,316.29261367440085,-159.7340683023358,14.712838542336002,-144.46786934399995,0.5533604160000494,1,0,225.63107589324864,-206.27027985851964,17.91844358652,-186.5590526339999,1.792783638000173,1,0,258.41513719493923,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.7361641319039336,15.995080736904,15.860377710000002,0.601461105,1,0,318.3219898565749,-58.70491455395859,19.409021037960002,-37.35310502399989,1.9427884920002345,1,0,316.29261367440085
BTC/USD,btc_entry_pullback_recovery__btc_hold_immediate_v1__btc_volatility_trailing,btc_entry_pullback_recovery,btc_hold_immediate_v1,btc_volatility_trailing,False,False,-137.07663911003874,62.49383515145746,32.254762008544006,95.96093709199994,1.2123399319999484,1,1,369.36534346966255,41.237496285000816,40.10722607100001,85.35821313600005,4.013490780000001,1,1,377.23817113056066,-171.10124408124648,46.476470591248,-122.87872249399993,1.7460509960000006,3,0,225.7360643058255,-233.53308853762064,57.41116544162001,-170.37809695699988,5.7438261390002525,3,0,273.9703815703306,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-61.79393719084692,47.25345012684801,-12.764839426000023,1.7756476380000072,3,0,369.36534346966255,-129.8806294763981,58.380739190400014,-65.65870734899991,5.841182937000156,3,0,377.23817113056066
BTC/USD,btc_entry_pullback_recovery__btc_hold_immediate_v1__btc_asymmetric_bracket,btc_entry_pullback_recovery,btc_hold_immediate_v1,btc_asymmetric_bracket,False,False,-266.17598490504315,38.99187702595191,63.731738660048,105.11758675299993,2.3939710669999155,3,1,385.5492106135025,-73.96177856197755,98.41416965598,34.29891904600003,9.846527951999892,4,1,405.69942663141046,-116.5888474210551,62.862277731056004,-51.364609355999946,2.361960334000026,4,0,172.52677937055887,-185.73391176748737,77.78923314249,-100.16261634999971,7.78206227500046,4,0,236.459043769848,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,40.899456059440126,127.75118863456001,173.44980934699993,4.79916465299997,8,0,385.5492106135025,-235.0311901838959,156.3949240039,-62.98968959399993,15.646576585999917,8,0,405.69942663141046
BTC/USD,btc_entry_pullback_recovery__btc_hold_weekly_persistence_v1__btc_thesis_only,btc_entry_pullback_recovery,btc_hold_weekly_persistence_v1,btc_thesis_only,False,False,-81.84307227707905,73.85002674873613,16.596582276264,91.07030902799998,0.6237000029999706,0,1,318.3219898565749,67.00250478156158,20.678792950440005,89.7509868720001,2.0696891400001465,0,1,316.29261367440085,-229.2985345264624,14.151834782464,-214.61458972800003,0.5321100159999257,1,0,305.31666222899185,-273.43987002773974,17.239962877740002,-254.47506415199993,1.7248429980000495,1,0,325.6091095613392,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-83.46386191977581,15.327921883776002,-67.55975040600009,0.576189629999853,1,0,363.0897487390084,-138.36235481328004,18.604400429280005,-117.89573773199994,1.862216652000088,1,0,386.1448034360401
BTC/USD,btc_entry_pullback_recovery__btc_hold_weekly_persistence_v1__btc_volatility_trailing,btc_entry_pullback_recovery,btc_hold_weekly_persistence_v1,btc_volatility_trailing,False,False,-137.07663911003874,62.49383515145746,32.254762008544006,95.96093709199994,1.2123399319999484,1,1,369.36534346966255,41.237496285000816,40.10722607100001,85.35821313600005,4.013490780000001,1,1,377.23817113056066,-207.60079938876697,46.182119338768,-159.684180464,1.7344995859999746,3,0,260.98394436854505,-236.2315221682602,57.38390853626001,-173.1073090569999,5.7403045750001755,3,0,283.6301812887996,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-98.49526142559807,46.957471705600014,-49.77375734800009,1.7640323719999813,3,0,372.92390941065423,-132.59606794895808,58.353310518960015,-68.40511824899991,5.837639181000078,3,0,379.9687874718584
BTC/USD,btc_entry_pullback_recovery__btc_hold_weekly_persistence_v1__btc_asymmetric_bracket,btc_entry_pullback_recovery,btc_hold_weekly_persistence_v1,btc_asymmetric_bracket,False,False,-266.17598490504315,38.99187702595191,63.731738660048,105.11758675299993,2.3939710669999155,3,1,385.5492106135025,-73.96177856197755,98.41416965598,34.29891904600003,9.846527951999892,4,1,405.69942663141046,-155.8648614682861,62.545535682288005,-90.96979555799999,2.3495302279999986,4,0,210.4559053781104,-210.21854556913786,77.54191360914,-124.91959715499965,7.757034805000544,4,0,281.6621776875472,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.3519658639852423,127.43225726201601,133.5708717559999,4.786648629999942,8,0,385.5492106135025,-259.39284058709745,156.1488467271,-87.62231903399987,15.621674826,8,0,405.69942663141046
BTC/USD,btc_entry_pullback_recovery__btc_hold_bounded_thesis_v1__btc_thesis_only,btc_entry_pullback_recovery,btc_hold_bounded_thesis_v1,btc_thesis_only,False,False,-87.82153956311777,98.29415418659119,32.519797337408,132.03504635299998,1.2210948290001327,2,0,347.13859513865646,80.22395785684239,40.458292459160006,124.73155552000011,4.049305204000156,2,0,357.67460405719976,-120.51173801993718,30.914013259936,-88.43498682799994,1.1627379319999753,2,0,208.77181774848032,-185.04096433451923,37.924532278520005,-143.3224033589999,3.7940286970000776,2,0,247.62864918671949,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-22.56800815585666,63.54714008385601,43.36722797900005,2.3880960510001077,4,0,347.13859513865646,-105.4646738070769,78.53674776708002,-19.069192873999782,7.858733166000234,4,0,357.67460405719976
BTC/USD,btc_entry_pullback_recovery__btc_hold_bounded_thesis_v1__btc_volatility_trailing,btc_entry_pullback_recovery,btc_hold_bounded_thesis_v1,btc_volatility_trailing,False,False,-212.33644453094712,79.91294655120146,48.396258450800005,130.1285374139999,1.8193324119998495,2,1,369.36534346966255,-34.02230913590756,59.34901244091001,31.26525936000001,5.938556055000001,3,0,377.23817113056066,-171.10124408124648,46.476470591248,-122.87872249399993,1.7460509960000006,3,0,225.7360643058255,-233.53308853762064,57.41116544162001,-170.37809695699988,5.7438261390002525,3,0,273.9703815703306,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,19.99254037270657,79.915058037296,102.91078503199994,3.003186621999795,5,0,369.36534346966255,-266.7609509352369,116.56488147524,-138.5332261239999,11.66284333600025,6,0,377.23817113056066
